FREQ, EOI," ""Hz"""," ""1""",1,999999999,1,,,,,,,,,,,
EventDate, EventTime, EventCode, EventDescription,,,,,,,,,,,,,,
159, 10/26/2021, 09:30:18," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
158, 10/26/2021, 09:30:21," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
157, 10/26/2021, 09:30:24," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
156, 10/26/2021, 09:30:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
155, 10/26/2021, 09:30:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
154, 10/26/2021, 09:30:33," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
153, 10/26/2021, 09:30:36," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
152, 10/26/2021, 09:30:39," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
151, 10/26/2021, 09:30:42," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
150, 10/26/2021, 09:30:45," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
149, 10/26/2021, 09:30:48," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
148, 10/26/2021, 09:30:51," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
147, 10/26/2021, 09:30:54," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
146, 10/26/2021, 09:30:57," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
145, 10/26/2021, 09:31:00," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
144, 10/26/2021, 09:31:03," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
143, 10/26/2021, 09:31:06," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
142, 10/26/2021, 09:31:09," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
141, 10/26/2021, 09:31:12," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
140, 10/26/2021, 09:31:15," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
139, 10/26/2021, 09:31:18," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
138, 10/26/2021, 09:31:21," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
137, 10/26/2021, 09:31:24," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
136, 10/26/2021, 09:31:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
135, 10/26/2021, 09:31:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
134, 10/26/2021, 09:31:33," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
133, 10/26/2021, 09:31:36," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
132, 10/26/2021, 09:31:39," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
131, 10/26/2021, 09:31:42," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
130, 10/26/2021, 09:31:45," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
129, 10/26/2021, 09:31:48," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
128, 10/26/2021, 09:31:51," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
127, 10/26/2021, 09:31:54," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
126, 10/26/2021, 09:31:57," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
125, 10/26/2021, 09:32:00," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
124, 10/26/2021, 09:32:03," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
123, 10/26/2021, 09:32:06," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
122, 10/26/2021, 09:32:09," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
121, 10/26/2021, 09:32:12," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
120, 10/26/2021, 09:32:15," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
119, 10/26/2021, 09:32:18," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
118, 10/26/2021, 09:32:21," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
117, 10/26/2021, 09:32:24," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
116, 10/26/2021, 09:32:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
115, 10/26/2021, 09:32:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
114, 10/26/2021, 09:32:33," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
113, 10/26/2021, 09:32:36," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
112, 10/26/2021, 09:32:39," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
111, 10/26/2021, 09:32:42," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
110, 10/26/2021, 09:32:45," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
109, 10/26/2021, 09:32:48," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
108, 10/26/2021, 09:32:51," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
107, 10/26/2021, 09:32:54," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
106, 10/26/2021, 09:32:57," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
105, 10/26/2021, 09:33:00," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
104, 10/26/2021, 09:33:03," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
103, 10/26/2021, 09:33:06," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
102, 10/26/2021, 09:33:09," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
101, 10/26/2021, 09:33:12," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
100, 10/26/2021, 09:33:15," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
99, 10/26/2021, 09:33:18," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
98, 10/26/2021, 09:33:21," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
97, 10/26/2021, 09:33:24," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
96, 10/26/2021, 09:33:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
95, 10/26/2021, 09:33:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
94, 10/26/2021, 09:33:33," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
93, 10/26/2021, 09:33:36," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
92, 10/26/2021, 09:33:39," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
91, 10/26/2021, 09:33:42," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
90, 10/26/2021, 09:33:45," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
89, 10/26/2021, 09:33:48," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
88, 10/26/2021, 09:33:51," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
87, 10/26/2021, 09:33:54," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
86, 10/26/2021, 09:33:57," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
85, 10/26/2021, 09:34:00," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
84, 10/26/2021, 09:34:03," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
83, 10/26/2021, 09:34:06," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
82, 10/26/2021, 09:34:09," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
81, 10/26/2021, 09:34:12," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
80, 10/26/2021, 09:34:15," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
79, 10/26/2021, 09:34:18," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
78, 10/26/2021, 09:34:21," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
77, 10/26/2021, 09:34:24," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
76, 10/26/2021, 09:34:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
75, 10/26/2021, 09:34:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
74, 10/26/2021, 09:34:33," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
73, 10/26/2021, 09:34:36," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
72, 10/26/2021, 09:34:39," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
71, 10/26/2021, 09:34:42," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
70, 10/26/2021, 09:34:45," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
69, 10/26/2021, 09:34:48," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
68, 10/26/2021, 09:34:51," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
67, 10/26/2021, 09:34:54," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
66, 10/26/2021, 09:34:57," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
65, 10/26/2021, 09:35:00," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
64, 10/26/2021, 09:35:03," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
63, 10/26/2021, 09:35:06," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
62, 10/26/2021, 09:35:09," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
61, 10/26/2021, 09:35:12," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
60, 10/26/2021, 09:35:15," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
59, 10/26/2021, 09:35:18," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
58, 10/26/2021, 09:35:21," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
57, 10/26/2021, 09:35:24," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
56, 10/26/2021, 09:35:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
55, 10/26/2021, 09:35:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
54, 10/26/2021, 09:35:33," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
53, 10/26/2021, 09:35:36," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
52, 10/26/2021, 09:35:39," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
51, 10/26/2021, 09:35:42," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
50, 10/26/2021, 09:35:45," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
49, 10/26/2021, 09:35:48," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
48, 10/26/2021, 09:35:51," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
47, 10/26/2021, 09:35:54," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
46, 10/26/2021, 09:35:57," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
45, 10/26/2021, 09:36:00," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
44, 10/26/2021, 09:36:03," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
43, 10/26/2021, 09:36:06," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
42, 10/26/2021, 09:36:09," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
41, 10/26/2021, 09:36:12," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
40, 10/26/2021, 09:36:15," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
39, 10/26/2021, 09:36:18," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
38, 10/26/2021, 09:36:21," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
37, 10/26/2021, 09:36:24," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
36, 10/26/2021, 09:36:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
35, 10/26/2021, 09:36:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
34, 10/26/2021, 09:36:33," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
33, 10/26/2021, 09:36:36," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
32, 10/26/2021, 09:36:39," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
31, 10/26/2021, 09:36:42," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
30, 10/26/2021, 09:36:45," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
29, 10/26/2021, 09:36:48," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
28, 10/26/2021, 09:36:51," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
27, 10/26/2021, 09:36:54," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
26, 10/26/2021, 09:36:57," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
25, 10/26/2021, 09:37:00," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
24, 10/26/2021, 09:37:03," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
23, 10/26/2021, 09:37:06," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
22, 10/26/2021, 09:37:09," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
21, 10/26/2021, 09:37:12," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
20, 10/26/2021, 09:37:15," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
19, 10/26/2021, 09:37:18," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
18, 10/26/2021, 09:37:21," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
17, 10/26/2021, 09:37:24," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
16, 10/26/2021, 09:37:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
15, 10/26/2021, 09:37:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
14, 10/26/2021, 09:37:33," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
13, 10/26/2021, 09:37:36," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
12, 10/26/2021, 09:37:39," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
11, 10/26/2021, 09:37:42," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
10, 10/26/2021, 09:37:45," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
9, 10/26/2021, 09:37:48," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
8, 10/26/2021, 09:37:51," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
7, 10/26/2021, 09:37:54," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
6, 10/26/2021, 09:37:57," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
5, 10/26/2021, 09:38:00," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
4, 10/26/2021, 09:38:03," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
3, 10/26/2021, 09:38:06," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
2, 10/26/2021, 09:38:09," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
1, 10/26/2021, 09:38:12," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
