FREQ, EOI," ""Hz"""," ""1""",1,999999999,1,,,,,,,,,,,
EventDate, EventTime, EventCode, EventDescription,,,,,,,,,,,,,,
631, 10/26/2021, 09:06:42," ""...""",4.99956274,5.00276518,4.99858284,0.9995954,0,0,1.00057304,-0.49620128,1,1,0,0,0,60
630, 10/26/2021, 09:06:45," ""...""",4.9998126,5.002841,4.99852753,0.99960029,0,0,1.00057065,0.0040543,1,1,0,0,0,60
629, 10/26/2021, 09:06:48," ""...""",5.0001049,5.00272226,4.99833059,0.99957818,0,0,1.00054777,0.00424576,1,1,0,0,0,60
628, 10/26/2021, 09:06:51," ""...""",4.99961615,5.00301218,4.9981842,0.99958777,0,0,1.00056458,0.50255322,1,1,0,0,0,60
627, 10/26/2021, 09:06:54," ""...""",4.99963427,5.00219774,4.99799252,0.99960095,0,0,1.00057256,0.50252193,1,1,0,0,0,60
626, 10/26/2021, 09:06:57," ""...""",4.99932861,5.00194454,4.99812365,0.9995783,0,0,1.00056517,0.86798203,1,1,0,0,0,60
625, 10/26/2021, 09:07:00," ""...""",4.99938202,5.00266314,4.99877691,0.99958658,0,0,1.00056732,0.86802167,1,1,0,0,0,60
624, 10/26/2021, 09:07:03," ""...""",0,0,0,0.00092116,0,0,0.00097223,1,1,1,0,0,0,60
623, 10/26/2021, 09:07:06," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
622, 10/26/2021, 09:07:09," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
621, 10/26/2021, 09:07:12," ""...""",50.00033188,50.02740479,49.99547958,0,0,0,1.00058222,0.99999595,1,1,0,0,0,60.00012589
620, 10/26/2021, 09:07:15," ""...""",50.0008812,50.02723312,49.99538422,0.99952298,0,0,1.00053406,0.99999601,1,1,0,0,0,60.00082779
619, 10/26/2021, 09:07:18," ""...""",50.00038528,50.0268631,49.99528885,0.99952501,0,0,1.000525,0.86464775,1,1,0,0,0,59.99995804
618, 10/26/2021, 09:07:21," ""...""",50.00035858,50.02716827,49.99522018,0.99954712,0,0,1.00054812,0.86464918,1,1,0,0,0,60.00030518
617, 10/26/2021, 09:07:24," ""...""",50.0007782,50.02692413,49.99502182,0.99955887,0,0,1.00055957,0.49757537,1,1,0,0,0,59.99979401
616, 10/26/2021, 09:07:27," ""...""",50.00071335,50.02724075,49.99599457,0.99955881,0,0,1.00055206,0.49760985,1,1,0,0,0,60.0000267
615, 10/26/2021, 09:07:30," ""...""",50.00084686,50.02720261,49.99577332,0.99959069,0,0,1.00057673,-0.00281315,1,1,0,0,0,60.00006104
614, 10/26/2021, 09:07:33," ""...""",50.00149918,50.02714157,49.99557114,0.99959224,0,0,1.00057137,-0.0027062,1,1,0,0,0,60.00003815
613, 10/26/2021, 09:07:36," ""...""",50.00086212,50.02755737,49.99558258,0.99961561,0,0,1.00057375,-0.50242591,1,1,0,0,0,60.0002327
612, 10/26/2021, 09:07:39," ""...""",50.00064468,50.02685928,49.99523163,0.99963224,0,0,1.0005995,-0.5023526,1,1,0,0,0,60.00009155
611, 10/26/2021, 09:07:42," ""...""",50.00046921,50.02715683,49.99545288,0.99965131,0,0,1.00061047,-0.86736083,1,1,0,0,0,59.99992752
610, 10/26/2021, 09:07:45," ""...""",50.0002327,50.02700806,49.99510193,0.99966109,0,0,1.00060928,-0.86734092,1,1,0,0,0,60.00006104
609, 10/26/2021, 09:07:48," ""...""",50.00057602,50.02686691,49.99554062,0.99965978,0,0,1.00061142,-0.99999595,1,1,0,0,0,60.00030899
608, 10/26/2021, 09:07:51," ""...""",50.00093079,50.02764511,49.9958725,0.99965674,0,0,1.00060868,-0.99999624,1,1,0,0,0,60.00008392
607, 10/26/2021, 09:07:54," ""...""",49.99991226,50.02700043,49.99487686,0.99965066,0,0,1.00060999,-0.86469597,1,1,0,0,0,60.00006104
606, 10/26/2021, 09:07:57," ""...""",50.00019073,50.02708817,49.99518585,0.99966359,0,0,1.00061297,-0.86469525,1,1,0,0,0,59.99926376
605, 10/26/2021, 09:08:00," ""...""",50.00023651,50.02686691,49.99459839,0.99961108,0,0,1.00059068,-0.4976674,1,1,0,0,0,60.000103
604, 10/26/2021, 09:08:03," ""...""",50.00064468,50.02732086,49.99515152,0.99960762,0,0,1.00058341,-0.49775338,1,1,0,0,0,59.99987411
603, 10/26/2021, 09:08:06," ""...""",50.00063705,50.02732468,49.99557114,0.9995808,0,0,1.00057089,0.00263084,1,1,0,0,0,60.00004959
602, 10/26/2021, 09:08:09," ""...""",50.0008812,50.02793503,49.99597168,0.99958163,0,0,1.00055885,0.00275987,1,1,0,0,0,60.00004196
601, 10/26/2021, 09:08:12," ""...""",50.00071716,50.02711868,49.99571228,0.99954486,0,0,1.00054145,0.50235504,1,1,0,0,0,60.00000381
600, 10/26/2021, 09:08:15," ""...""",50.00061798,50.02741623,49.99507904,0.99954844,0,0,1.00053847,0.50225413,1,1,0,0,0,60.00003433
599, 10/26/2021, 09:08:18," ""...""",50.00048447,50.02713776,49.99535751,0.99952161,0,0,1.00053382,0.86737943,1,1,0,0,0,59.99982452
598, 10/26/2021, 09:08:21," ""...""",50.00004196,50.02682114,49.99480438,0.99952459,0,0,1.0005331,0.86740011,1,1,0,0,0,60.00001144
597, 10/26/2021, 09:08:24," ""...""",0,0,0,0.004986,0,0,0.00502453,1,1,1,0,0,0,59.98560715
596, 10/26/2021, 09:08:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
595, 10/26/2021, 09:08:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
594, 10/26/2021, 09:08:33," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
593, 10/26/2021, 09:08:36," ""...""",99.99723053,100.0473709,99.97293091,0.99953514,0,0,1.00054443,0.99999654,1,1,0,0,0,60.00005341
592, 10/26/2021, 09:08:39," ""...""",99.99816895,100.0478287,99.97333527,0.99952537,0,0,1.00054097,0.99999648,1,1,0,0,0,60.00009918
591, 10/26/2021, 09:08:42," ""...""",99.99625397,100.0464935,99.97174072,0.99951953,0,0,1.00051701,0.86462528,1,1,0,0,0,60.00004196
590, 10/26/2021, 09:08:45," ""...""",99.99617004,100.0458298,99.972229,0.99954492,0,0,1.00053906,0.86463988,1,1,0,0,0,60.0002861
589, 10/26/2021, 09:08:48," ""...""",99.99637604,100.0460129,99.97257996,0.99957263,0,0,1.00056601,0.49764267,1,1,0,0,0,60.00004578
588, 10/26/2021, 09:08:51," ""...""",99.99649811,100.0466538,99.97229767,0.99956113,0,0,1.00053895,0.49760655,1,1,0,0,0,60.00005722
587, 10/26/2021, 09:08:54," ""...""",99.99690247,100.0466614,99.97207642,0.99959069,0,0,1.00056875,-0.00272751,1,1,0,0,0,59.99993896
586, 10/26/2021, 09:08:57," ""...""",99.99645233,100.0466309,99.9718399,0.99960518,0,0,1.00057793,-0.00262078,1,1,0,0,0,60.00003815
585, 10/26/2021, 09:09:00," ""...""",99.99596405,100.0459824,99.97157288,0.9996407,0,0,1.00060558,-0.50238878,1,1,0,0,0,60.00004959
584, 10/26/2021, 09:09:03," ""...""",99.99594879,100.0460663,99.97200775,0.99962264,0,0,1.00059998,-0.50241506,1,1,0,0,0,60.00003815
583, 10/26/2021, 09:09:06," ""...""",99.99645233,100.0462952,99.97216797,0.9996627,0,0,1.00061059,-0.86738545,1,1,0,0,0,60.00016403
582, 10/26/2021, 09:09:09," ""...""",99.99635315,100.0465164,99.97224426,0.99964309,0,0,1.00060499,-0.86739105,1,1,0,0,0,60.00017548
581, 10/26/2021, 09:09:12," ""...""",99.99731445,100.0479813,99.97306061,0.99965948,0,0,1.00060642,-0.9999966,1,1,0,0,0,60.00000763
580, 10/26/2021, 09:09:15," ""...""",99.99693298,100.0473023,99.97299194,0.99966872,0,0,1.00062072,-0.99999654,1,1,0,0,0,60.00000763
579, 10/26/2021, 09:09:18," ""...""",99.99668121,100.04776,99.97335815,0.99964911,0,0,1.00061297,-0.86467201,1,1,0,0,0,60.00011444
578, 10/26/2021, 09:09:21," ""...""",99.99669647,100.0470047,99.97303772,0.99965847,0,0,1.0006237,-0.86465913,1,1,0,0,0,60.0000267
577, 10/26/2021, 09:09:24," ""...""",99.99707031,100.047432,99.97303772,0.99962461,0,0,1.00057983,-0.49775791,1,1,0.03125,0,0,60.00000763
576, 10/26/2021, 09:09:27," ""...""",99.9970932,100.047699,99.97357178,0.99962974,0,0,1.00060046,-0.49770775,1,1,0,0,0,60.0000267
575, 10/26/2021, 09:09:30," ""...""",99.99603271,100.046875,99.97249603,0.99960685,0,0,1.00057542,0.00266565,1,1,0,0,0,60.0000267
574, 10/26/2021, 09:09:33," ""...""",99.99687195,100.0476303,99.97330475,0.99959475,0,0,1.00057411,0.0025144,1,1,0,0,0,59.99996185
573, 10/26/2021, 09:09:36," ""...""",99.99575043,100.0468674,99.97219849,0.9995513,0,0,1.000543,0.50230068,1,1,0,0,0,60.00001907
572, 10/26/2021, 09:09:39," ""...""",99.99584961,100.0464554,99.97216797,0.99957299,0,0,1.00055623,0.50235486,1,1,0,0,0,60.00012207
571, 10/26/2021, 09:09:42," ""...""",99.99622345,100.0471573,99.97251129,0.99953276,0,0,1.00052941,0.86732656,1,1,0,0,0,60.00004959
570, 10/26/2021, 09:09:45," ""...""",99.99685669,100.0474091,99.97304535,0.99954599,0,0,1.00054157,0.86736482,1,1,0,0,0,60.00000381
569, 10/26/2021, 09:09:48," ""...""",0,0,0,0.00128566,0,0,0.00106388,1,1,1,0,0,0,60
568, 10/26/2021, 09:09:51," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
567, 10/26/2021, 09:09:54," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
566, 10/26/2021, 09:09:57," ""...""",149.9844055,150.0649109,149.9505005,0.99950278,0,0,1.00051928,0.9999963,1,1,0,0,0,59.99998474
565, 10/26/2021, 09:10:00," ""...""",149.9897919,150.0701141,149.9564667,0.99949157,0,0,1.00050437,0.99999648,1,1,0,0,0,60.00004578
564, 10/26/2021, 09:10:03," ""...""",149.9911194,150.0714874,149.9573212,0.99951094,0,0,1.00051713,0.8646754,1,1,0,0,0,60.00001144
563, 10/26/2021, 09:10:06," ""...""",149.9916382,150.0713043,149.9580841,0.99950916,0,0,1.00050855,0.86466122,1,1,0,0,0,60.00008774
562, 10/26/2021, 09:10:09," ""...""",149.9923706,150.072052,149.9588318,0.99954677,0,0,1.00054872,0.49752569,1,1,0,0,0,60
561, 10/26/2021, 09:10:12," ""...""",149.9927673,150.0724793,149.9596863,0.99954504,0,0,1.00053394,0.49757183,1,1,0,0,0,59.99991989
560, 10/26/2021, 09:10:15," ""...""",149.9930115,150.0721283,149.9598236,0.99959034,0,0,1.00057089,-0.00283098,1,1,0,0,0,60.00003052
559, 10/26/2021, 09:10:18," ""...""",149.993042,150.0729065,149.9597778,0.9995997,0,0,1.00059199,-0.00276736,1,1,0,0,0,60.00001907
558, 10/26/2021, 09:10:21," ""...""",149.9925079,150.0721436,149.9594116,0.99963206,0,0,1.00059903,-0.50238115,1,1,0,0,0,60
557, 10/26/2021, 09:10:24," ""...""",149.9921722,150.0722656,149.9602966,0.99964672,0,0,1.00061285,-0.50231916,1,1,0,0,0,60.00001907
556, 10/26/2021, 09:10:27," ""...""",149.9919586,150.0722199,149.9593201,0.99966669,0,0,1.00062764,-0.86740643,1,1,0,0,0,60.00003052
555, 10/26/2021, 09:10:30," ""...""",149.9922791,150.0720673,149.9602661,0.99966562,0,0,1.00061965,-0.8673957,1,1,0,0,0,60.00001907
554, 10/26/2021, 09:10:33," ""...""",149.9934235,150.0731049,149.9616394,0.99967945,0,0,1.00060737,-0.9999966,1,1,0,0,0,60.00002289
553, 10/26/2021, 09:10:36," ""...""",149.9927673,150.0729828,149.9604187,0.99970233,0,0,1.00063777,-0.99999648,1,1,0,0,0,60.00003052
552, 10/26/2021, 09:10:39," ""...""",149.9933319,150.07341,149.9614258,0.99967486,0,0,1.00063038,-0.86474645,1,1,0,0,0,60.00002289
551, 10/26/2021, 09:10:42," ""...""",149.9930267,150.0736694,149.9609375,0.99966228,0,0,1.00062144,-0.86475211,1,1,0,0,0,60.00004959
550, 10/26/2021, 09:10:45," ""...""",149.9932556,150.0740814,149.9620819,0.9996621,0,0,1.00060725,-0.49772248,1,1,0,0,0,60.00003052
549, 10/26/2021, 09:10:48," ""...""",149.9932709,150.0739899,149.9615021,0.9996379,0,0,1.00060213,-0.49766904,1,1,0,0,0,59.99982834
548, 10/26/2021, 09:10:51," ""...""",149.9929199,150.0741577,149.9620056,0.99958956,0,0,1.00056386,0.00262601,1,1,0,0,0,59.99983597
547, 10/26/2021, 09:10:54," ""...""",149.9924927,150.0739288,149.9616852,0.99958527,0,0,1.00056362,0.00265866,1,1,0,0,0,60.00003815
546, 10/26/2021, 09:10:57," ""...""",149.9918213,150.0732269,149.9611054,0.99956435,0,0,1.00054288,0.50214541,1,1,0,0,0,60.00003433
545, 10/26/2021, 09:11:00," ""...""",149.9924164,150.0734558,149.9610291,0.99954087,0,0,1.00052834,0.50215262,1,1,0,0,0,60.00004196
544, 10/26/2021, 09:11:03," ""...""",149.9919434,150.0727081,149.9607239,0.999524,0,0,1.00052977,0.86737156,1,1,0,0,0,59.99990082
543, 10/26/2021, 09:11:06," ""...""",149.9926453,150.0731506,149.9615173,0.9995116,0,0,1.00052464,0.8673752,1,1,0,0,0,60.00004196
542, 10/26/2021, 09:11:09," ""...""",0,0,0,0.0033243,0,0,0.00341566,1,1,1,0,0,0,59.9998436
541, 10/26/2021, 09:11:12," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
540, 10/26/2021, 09:11:15," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
539, 10/26/2021, 09:11:18," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
538, 10/26/2021, 09:11:21," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
537, 10/26/2021, 09:11:24," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
536, 10/26/2021, 09:11:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
535, 10/26/2021, 09:11:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
534, 10/26/2021, 09:11:33," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
533, 10/26/2021, 09:11:36," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
532, 10/26/2021, 09:11:39," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
531, 10/26/2021, 09:11:42," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
530, 10/26/2021, 09:11:45," ""...""",24.99554825,25.00948906,25.00235558,0,0,0,0,1,1,1,0,0,0,60.00000381
529, 10/26/2021, 09:11:48," ""...""",24.99529457,25.00876045,25.00192833,0,0,0,0,1,1,1,0,0,0,60.00001144
528, 10/26/2021, 09:11:51," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,59.99966431
527, 10/26/2021, 09:11:54," ""...""",49.98920059,50.01699066,50.00167465,0,0,0,0,1,1,1,0,0,0,60.00000763
526, 10/26/2021, 09:11:57," ""...""",49.98988724,50.01726151,50.00228882,0,0,0,0,1,1,1,0,0,0,59.99990082
525, 10/26/2021, 09:12:00," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
524, 10/26/2021, 09:12:03," ""...""",74.98581696,75.02645111,75.00070953,0,0,0,0,1,1,1,0,0,0,59.9999733
523, 10/26/2021, 09:12:06," ""...""",74.98789215,75.02746582,75.00333405,0,0,0,0,1,1,1,0,0,0,60.00000381
522, 10/26/2021, 09:12:09," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
521, 10/26/2021, 09:12:12," ""...""",99.98126221,100.0348053,100.0042343,0,0,0,0,1,1,1,0,0,0,60.00011063
520, 10/26/2021, 09:12:15," ""...""",99.98496246,100.0365143,100.0082016,0,0,0,0,1,1,1,0,0,0,60.00001907
519, 10/26/2021, 09:12:18," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
518, 10/26/2021, 09:12:21," ""...""",124.9810104,125.0436401,125.0079498,0,0,0,0,1,1,1,0,0,0,60.00022507
517, 10/26/2021, 09:12:24," ""...""",124.9896088,125.0488281,125.0164795,0,0,0,0,1,1,1,0,0,0,60.0002327
516, 10/26/2021, 09:12:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
515, 10/26/2021, 09:12:30," ""...""",149.9795685,150.0531311,150.0092316,0,0,0,0,1,1,1,0,0,0,60.00002289
514, 10/26/2021, 09:12:33," ""...""",149.9933167,150.0609741,150.023819,0,0,0,0,1,1,1,0,0,0,60.00004959
513, 10/26/2021, 09:12:36," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
512, 10/26/2021, 09:12:39," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
511, 10/26/2021, 09:12:42," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
510, 10/26/2021, 09:12:45," ""...""",0,0,0,0.00075895,0,0,0.00076874,1,1,1,0,0,0,60
509, 10/26/2021, 09:12:48," ""...""",4.99988031,5.00201321,5.00217533,0.9995845,0,0,1.00056243,0.99999332,1,1,0,0,0,60
508, 10/26/2021, 09:12:51," ""...""",4.99964142,5.00204182,5.00161839,0.99956149,0,0,1.00053823,0.99999195,1,1,0,0,0,60
507, 10/26/2021, 09:12:54," ""...""",5.00003242,5.00281858,5.00234652,0.9995634,0,0,1.00055325,0.86419696,1,1,0,0,0,60
506, 10/26/2021, 09:12:57," ""...""",5.00019932,5.00232983,5.0016613,0.99957764,0,0,1.000561,0.86402655,1,1,0,0,0,60
505, 10/26/2021, 09:13:00," ""...""",4.99995852,5.0023737,5.0022583,0.99958193,0,0,1.00056279,0.4963468,1,1,0,0,0,60
504, 10/26/2021, 09:13:03," ""...""",5.00053692,5.00274897,5.00200367,0.9995566,0,0,1.00053632,0.49598977,1,1,0,0,0,60
503, 10/26/2021, 09:13:06," ""...""",4.99998999,5.002491,5.00194263,0.99957114,0,0,1.00055623,-0.00367734,1,1,0,0,0,60
502, 10/26/2021, 09:13:09," ""...""",5.00056267,5.00258875,5.00229549,0.99958742,0,0,1.00055003,-0.00366142,1,1,0,0,0,60
501, 10/26/2021, 09:13:12," ""...""",5.00006437,5.00273228,5.00194597,0.99958813,0,0,1.00056767,-0.50291562,1,1,0,0,0,60
500, 10/26/2021, 09:13:15," ""...""",5.00017786,5.00258589,5.00204515,0.99959487,0,0,1.00056422,-0.50344759,1,1,0,0,0,60
499, 10/26/2021, 09:13:18," ""...""",4.99967241,5.00211287,5.00157404,0.9996053,0,0,1.00059712,-0.86821753,1,1,0,0,0,60
498, 10/26/2021, 09:13:21," ""...""",4.99997187,5.00241232,5.00243807,0.99959463,0,0,1.00056815,-0.86759245,1,1,0,0,0,60
497, 10/26/2021, 09:13:24," ""...""",4.99969482,5.00240326,5.00192785,0.99962485,0,0,1.00061584,-0.99999374,1,1,0,0,0,60
496, 10/26/2021, 09:13:27," ""...""",4.99968576,5.00212526,5.00189257,0.99961543,0,0,1.00059485,-0.99999595,1,1,0,0,0,60
495, 10/26/2021, 09:13:30," ""...""",4.99951601,5.00226688,5.00188065,0.99962169,0,0,1.00060141,-0.86387467,1,1,0,0,0,60
494, 10/26/2021, 09:13:33," ""...""",4.99956799,5.00214577,5.00157309,0.99961597,0,0,1.00059152,-0.86386055,1,1,0,0,0,60
493, 10/26/2021, 09:13:36," ""...""",4.9994626,5.00272274,5.00195408,0.99961191,0,0,1.0005815,-0.49764326,1,1,0,0,0,60
492, 10/26/2021, 09:13:39," ""...""",4.99961185,5.00221252,5.00145864,0.99958825,0,0,1.00057507,-0.49730837,1,1,0,0,0,60
491, 10/26/2021, 09:13:42," ""...""",4.99947786,5.00231647,5.00167418,0.99960279,0,0,1.0005796,0.00338856,1,1,0.03125,0,0,60
490, 10/26/2021, 09:13:45," ""...""",4.99882412,5.00195074,5.00141096,0.99957502,0,0,1.00056124,0.00289171,1,1,0,0,0,60
489, 10/26/2021, 09:13:48," ""...""",4.99881887,5.00170994,5.00121593,0.99957335,0,0,1.00055933,0.50362909,1,1,0,0,0,60
488, 10/26/2021, 09:13:51," ""...""",4.99944687,5.00241947,5.00192881,0.99956787,0,0,1.00055897,0.50391835,1,1,0,0,0,60
487, 10/26/2021, 09:13:54," ""...""",4.99913263,5.00211859,5.00171041,0.99957341,0,0,1.00055587,0.86754781,1,1,0,0,0,60
486, 10/26/2021, 09:13:57," ""...""",4.99965668,5.00173664,5.00198269,0.99958646,0,0,1.00056791,0.86764765,1,1,0,0,0,60
485, 10/26/2021, 09:14:00," ""...""",0,0,0,0.00154313,0,0,0.00158898,1,1,1,0,0,0,60
484, 10/26/2021, 09:14:03," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
483, 10/26/2021, 09:14:06," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
482, 10/26/2021, 09:14:09," ""...""",49.99875641,50.02300262,50.01517105,0.99960047,0,0,1.00028241,0.99999559,1,1,0,0,0,60.00000381
481, 10/26/2021, 09:14:12," ""...""",49.9996109,50.02369308,50.01595306,0.99946058,0,0,1.00044,0.99999619,1,1,0,0,0,60.00014877
480, 10/26/2021, 09:14:15," ""...""",50.00061035,50.02383423,50.01637268,0.99948704,0,0,1.00047863,0.86463326,1,1,0,0,0,60.00001526
479, 10/26/2021, 09:14:18," ""...""",49.99999237,50.02417755,50.01615906,0.99946916,0,0,1.00046086,0.86454892,1,1,0,0,0,59.99980545
478, 10/26/2021, 09:14:21," ""...""",50.00026703,50.02361679,50.01658249,0.99954003,0,0,1.00052917,0.49747577,1,1,0,0,0,59.99998856
477, 10/26/2021, 09:14:24," ""...""",49.99956512,50.02342224,50.01592636,0.99951243,0,0,1.00050402,0.49732205,1,1,0,0,0,60.00001526
476, 10/26/2021, 09:14:27," ""...""",50.00038528,50.0241127,50.01647568,0.99960905,0,0,1.0005821,-0.00300782,1,1,0,0,0,59.99989319
475, 10/26/2021, 09:14:30," ""...""",50.00043488,50.02352142,50.01637268,0.99959141,0,0,1.00057054,-0.00296142,1,1,0,0,0,59.99998474
474, 10/26/2021, 09:14:33," ""...""",49.99990845,50.02374268,50.01584625,0.99964797,0,0,1.00062871,-0.50251418,1,1,0,0,0,60.00012207
473, 10/26/2021, 09:14:36," ""...""",50.00089264,50.02442932,50.01658249,0.9996562,0,0,1.00062299,-0.50251174,1,1,0,0,0,60.0000267
472, 10/26/2021, 09:14:39," ""...""",49.99977493,50.02385712,50.01641846,0.99971622,0,0,1.00067616,-0.86747205,1,1,0,0,0,59.99978638
471, 10/26/2021, 09:14:42," ""...""",49.99967194,50.02399826,50.01691818,0.99969864,0,0,1.00066543,-0.86752111,1,1,0,0,0,60.00006866
470, 10/26/2021, 09:14:45," ""...""",50.00005341,50.02380753,50.0165062,0.99971861,0,0,1.00068986,-0.99999613,1,1,0,0,0,59.99998474
469, 10/26/2021, 09:14:48," ""...""",50.00033569,50.02437973,50.01675415,0.99972934,0,0,1.00068414,-0.99999595,1,1,0,0,0,60.00014114
468, 10/26/2021, 09:14:51," ""...""",49.99946976,50.02328491,50.0161705,0.99970651,0,0,1.00066245,-0.86467004,1,1,0,0,0,59.99983978
467, 10/26/2021, 09:14:54," ""...""",49.99971008,50.02310562,50.0163765,0.9997195,0,0,1.00068378,-0.86464024,1,1,0,0,0,60.00006866
466, 10/26/2021, 09:14:57," ""...""",49.99962234,50.02334595,50.01607895,0.99966758,0,0,1.00063407,-0.49767476,1,1,0,0,0,59.99994278
465, 10/26/2021, 09:15:00," ""...""",49.99997711,50.02396774,50.01638794,0.99966639,0,0,1.00062573,-0.49763826,1,1,0,0,0,60.00005722
464, 10/26/2021, 09:15:03," ""...""",49.99924088,50.02318954,50.01603317,0.99958515,0,0,1.00056231,0.00266869,1,1,0,0,0,60.00028992
463, 10/26/2021, 09:15:06," ""...""",49.99999237,50.02388763,50.0165329,0.99960452,0,0,1.0005635,0.00270153,1,1,0,0,0,60.00003433
462, 10/26/2021, 09:15:09," ""...""",49.99936676,50.02316284,50.01601791,0.99953127,0,0,1.00052357,0.50234836,1,1,0,0,0,59.99998474
461, 10/26/2021, 09:15:12," ""...""",49.99962997,50.02342987,50.01604843,0.99954069,0,0,1.00053358,0.50237298,1,1,0,0,0,60.00001526
460, 10/26/2021, 09:15:15," ""...""",49.9998703,50.02362061,50.01621246,0.99947977,0,0,1.00046933,0.86744839,1,1,0,0,0,59.99979019
459, 10/26/2021, 09:15:18," ""...""",49.99981689,50.02340698,50.01660156,0.99949974,0,0,1.00049734,0.86739618,1,1,0,0,0,60.00006866
458, 10/26/2021, 09:15:21," ""...""",0,0,0,0.00464105,0,0,0.0047015,1,1,1,0,0,0,59.98590851
457, 10/26/2021, 09:15:24," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
456, 10/26/2021, 09:15:27," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
455, 10/26/2021, 09:15:30," ""...""",0,0,0,0,0,0,0,1,1,1,0,0,0,60
454, 10/26/2021, 09:15:33," ""...""",99.98562622,100.0364304,100.0072937,0.99947613,0,0,1.00046456,0.99999571,1,1,0,0,0,60.00005722
453, 10/26/2021, 09:15:36," ""...""",99.98853302,100.0387116,100.0103912,0.99947888,0,0,1.00047791,0.99999577,1,1,0,0,0,59.99979019
452, 10/26/2021, 09:15:39," ""...""",99.98915863,100.0390091,100.0112686,0.9994995,0,0,1.00049579,0.86451846,1,1,0,0,0,60.00022888
451, 10/26/2021, 09:15:42," ""...""",99.98899078,100.0381165,100.0105667,0.99947,0,0,1.00046563,0.86457658,1,1,0,0,0,60.00002289
450, 10/26/2021, 09:15:45," ""...""",99.98956299,100.0389633,100.0115814,0.99952441,0,0,1.00052261,0.4975422,1,1,0,0,0,60.00002289
449, 10/26/2021, 09:15:48," ""...""",99.98921967,100.0389481,100.0115585,0.99953854,0,0,1.00053,0.49745825,1,1,0,0,0,60.00006866
448, 10/26/2021, 09:15:51," ""...""",99.99042511,100.0397415,100.0128326,0.99958432,0,0,1.0005784,-0.00297502,1,1,0,0,0,60.00007629
447, 10/26/2021, 09:15:54," ""...""",99.99048615,100.0397644,100.0129623,0.99959213,0,0,1.00057602,-0.00297258,1,1,0,0,0,60.00009155
446, 10/26/2021, 09:15:57," ""...""",99.99108124,100.0394669,100.0130844,0.99966836,0,0,1.00064623,-0.50263059,1,1,0,0,0,60.00004959
445, 10/26/2021, 09:16:00," ""...""",99.99104309,100.0398712,100.01371,0.99967051,0,0,1.00064766,-0.50256109,1,1,0,0,0,60.00006104
444, 10/26/2021, 09:16:03," ""...""",99.99004364,100.0397339,100.0128403,0.99970293,0,0,1.0006789,-0.86744815,1,1,0,0,0,60.00006485
443, 10/26/2021, 09:16:06," ""...""",99.99084473,100.039772,100.0130158,0.9997049,0,0,1.00067246,-0.86747122,1,1,0,0,0,60.00006485
442, 10/26/2021, 09:16:09," ""...""",99.99028778,100.0394211,100.0128174,0.99972475,0,0,1.00069499,-0.99999595,1,1,0,0,0,60.00008011
441, 10/26/2021, 09:16:12," ""...""",99.99059296,100.0399399,100.0129623,0.99972188,0,0,1.00070131,-0.99999595,1,1,0,0,0,60.00006866
440, 10/26/2021, 09:16:15," ""...""",99.98994446,100.0393753,100.0135574,0.99971181,0,0,1.00068426,-0.86461848,1,1,0,0,0,60.00003052
439, 10/26/2021, 09:16:18," ""...""",99.98939514,100.0384445,100.0132599,0.99970382,0,0,1.00065494,-0.86464053,1,1,0,0,0,59.99995804
438, 10/26/2021, 09:16:21," ""...""",99.9900589,100.039505,100.0131989,0.99966258,0,0,1.00062478,-0.49764925,1,1,0,0,0,60.00004578
